-5.0 37.375 35.9986
-4.9 35.197 33.5715
-4.8 33.063 32.2506
-4.7 30.973 32.7586
-4.6 28.927 26.6938
-4.5 26.925 28.8476
-4.4 24.967 23.9102
-4.3 23.053 25.4727
-4.2 21.183 23.6742
-4.1 19.357 18.307
-4.0 17.575 19.391
-3.9 15.837 13.5311
-3.8 14.143 13.0301
-3.7 12.493 12.4885
-3.6 10.887 10.1628
-3.5 9.325 11.6338
-3.4 7.807 7.7043
-3.3 6.333 5.1677
-3.2 4.903 2.536
-3.1 3.517 5.4068
-3.0 2.175 3.9491
-2.9 0.877 1.2551
-2.8 -0.377 1.9342
-2.7 -1.587 -1.6823
-2.6 -2.753 -4.6151
-2.5 -3.875 -3.3476
-2.4 -4.953 -4.3499
-2.3 -5.987 -4.0667
-2.2 -6.977 -9.0382
-2.1 -7.923 -5.458
-2.0 -8.825 -10.7622
-1.9 -9.683 -7.9806
-1.8 -10.497 -9.6977
-1.7 -11.267 -13.7263
-1.6 -11.993 -12.7287
-1.5 -12.675 -14.1705
-1.4 -13.313 -15.1284
-1.3 -13.907 -11.7339
-1.2 -14.457 -16.7522
-1.1 -14.963 -16.9928
-1.0 -15.425 -12.9568
-0.9 -15.843 -18.1701
-0.8 -16.217 -14.1328
-0.7 -16.547 -15.119
-0.6 -16.833 -17.0153
-0.5 -17.075 -19.4903
-0.4 -17.273 -18.6547
-0.3 -17.427 -19.0389
-0.2 -17.537 -19.8753
-0.1 -17.603 -19.9436
-0.0 -17.625 -19.9881
0.1 -17.603 -15.2101
0.2 -17.537 -17.3698
0.3 -17.427 -17.2978
0.4 -17.273 -19.6717
0.5 -17.075 -15.6572
0.6 -16.833 -16.9443
0.7 -16.547 -17.9923
0.8 -16.217 -14.0213
0.9 -15.843 -14.2191
1.0 -15.425 -13.7864
1.1 -14.963 -13.3269
1.2 -14.457 -14.1194
1.3 -13.907 -15.9136
1.4 -13.313 -15.5056
1.5 -12.675 -13.8733
1.6 -11.993 -10.0787
1.7 -11.267 -11.4486
1.8 -10.497 -12.2881
1.9 -9.683 -10.0465
2.0 -8.825 -7.1483
2.1 -7.923 -6.352
2.2 -6.977 -4.9305
2.3 -5.987 -7.8762
2.4 -4.953 -6.7653
2.5 -3.875 -5.5596
2.6 -2.753 -1.9849
2.7 -1.587 -2.6193
2.8 -0.377 1.6638
2.9 0.877 1.6357
3.0 2.175 0.5197
3.1 3.517 5.0026
3.2 4.903 4.3085
3.3 6.333 4.2259
3.4 7.807 5.9308
3.5 9.325 8.6783
3.6 10.887 9.8981
3.7 12.493 12.0904
3.8 14.143 16.469
3.9 15.837 15.826
4.0 17.575 18.3458
4.1 19.357 18.2424
4.2 21.183 21.6616
4.3 23.053 23.5443
4.4 24.967 25.8777
4.5 26.925 26.268
4.6 28.927 27.4855
4.7 30.973 29.1217
4.8 33.063 34.9516
4.9 35.197 34.2333
5.0 37.375 35.1577
